doc_id,text,advocate_argument,skeptic_argument,is_green_tech,judge_rationale,is_green_gold
9510426,"1. A lighting fixture to illuminate an environment, the lighting fixture comprising: A) a memory to store a first transfer function mapping a first ambient light level at a first position within the environment to a corresponding second ambient light level at a second position within the environment, wherein the first position is at the lighting fixture and the second position is at a task height within the environment; B) an ambient light sensor located at the first position within the environment to measure an actual ambient light level at the first position within the environment; C) a processor, communicatively coupled to the memory and the ambient light sensor, to determine: D) at least one light source, communicatively coupled to the processor, to generate the change in the light output of the lighting fixture so as to provide the desired ambient light level at the second position within the environment.","This patent for a smart lighting fixture could contribute to environmental sustainability by optimizing the use of light in a given environment. By mapping ambient light levels and adjusting the light output of the fixture, the system ensures that the desired light level is achieved while minimizing energy waste. This could lead to significant energy savings, reducing greenhouse gas emissions and contributing to a more resource-efficient lighting infrastructure. The technology aligns with CPC Y02 green technology, which covers devices and methods for energy-efficient lighting.","While the patent claim aims to optimize lighting efficiency by adjusting the light output based on the ambient light level, it does not explicitly address the energy efficiency of the lighting sources themselves or the materials used in the manufacturing process. Additionally, the focus on providing a desired ambient light level at a specific height within the environment may not necessarily align with the CPC Y02 criteria of reducing environmental impact through energy efficiency, waste minimization, or carbon footprint reduction.",1,"The patent claim aims to reduce energy waste and contribute to a more resource-efficient lighting infrastructure, aligning with the CPC Y02 criteria of energy-efficient lighting.",1
9787709,"1. A system for managing operational risk in a network, comprising: an interface configured to: a hardware processor communicatively coupled to the interface, the processor configured to:","This patent claim describes a system for managing operational risk in a network, which could potentially contribute to environmental sustainability by optimizing network operations to reduce energy consumption and minimize digital waste. By efficiently managing network resources, the system could help reduce the carbon footprint associated with data centers and networks, contributing to the overall goal of reducing greenhouse gas emissions and promoting a more sustainable digital future.","This claim appears to be focused on a technological system for managing operational risk in a network, rather than directly addressing environmental concerns. While it's possible that the system could be designed with energy efficiency in mind, the claim itself does not provide any indication of this. Furthermore, the claim does not seem to align with the CPC Y02 criteria, which are focused on ""environmentally friendly systems, methods, and/or products for managing and/or reducing environmental pollution and greenhouse gas emissions."" Therefore, there is a potential for greenwashing, as the claim does not explicitly address environmental pollution or greenhouse gas emissions.",0,"While the system could potentially contribute to environmental sustainability, the claim does not provide sufficient evidence to classify it as green technology under CPC Y02.",0
9122206,1. A liquid toner composition comprising: (a) a carrier liquid; (b) particles comprising (c) a charge director.,"This patent for a liquid toner composition could potentially contribute to environmental sustainability by reducing emissions and promoting resource efficiency. The liquid toner composition, which includes a charge director, may help improve the efficiency of printing processes, thereby reducing the amount of toner waste and energy consumption. Additionally, the use of a liquid toner instead of traditional powder toner could lead to less packaging waste and potentially easier recycling, contributing to a more sustainable printing process overall.","While the claim does not inherently indicate environmental harm, it is important to consider the source and production methods of the carrier liquid and charge director particles. If these components are derived from non-renewable resources or are produced using energy-intensive processes, the environmental impact could be significant. Additionally, the lack of specificity regarding the charge director's composition may suggest a lack of innovation in terms of using more sustainable materials. This claim may not fully meet the CPC Y02 criteria of ""providing a solution to an environmental problem"" or ""promoting the conservation of natural resources.""",1,"While the claim does not guarantee environmental benefits, it has the potential to contribute to a more sustainable printing process. However, the environmental impact of the carrier liquid and charge director particles should be further evaluated.",0
8458389,"1. An apparatus for converting an interface protocol, the apparatus comprising: a protocol converter to analyze a protocol of input protocol data, and to sequentially output a plurality of sub-data of the input protocol data according to types of the plurality of sub-data, to output the plurality of sub-data and a plurality of phase information representing the types of the plurality of sub-data; a phase channel line to transmit phase information received from the protocol converter among the plurality of phase information; and a data channel line to transmit the sub-data corresponding to the phase information when the phase information is transmitted to the phase channel line.","This patent for a protocol converter apparatus could contribute to environmental sustainability by enabling more efficient data transmission, potentially reducing energy consumption in data centers and networks. By optimizing the transmission of data based on its type, the apparatus could help minimize unnecessary data transfer, thereby reducing energy waste and contributing to emissions reduction. This aligns with the CPC Y02 green technology category, which focuses on energy-efficient communication networks.","This claim does not explicitly address any environmental considerations, and it appears to be focused on improving data transmission efficiency rather than reducing environmental impact. The lack of environmental focus may indicate a misalignment with the CPC Y02 criteria, which prioritize sustainable development and the reduction of environmental degradation. Additionally, the focus on data transmission efficiency could potentially contribute to increased energy consumption, which is not environmentally friendly.",0,"The patent does not provide sufficient evidence to demonstrate its contribution to environmental sustainability, as it primarily focuses on data transmission efficiency without explicit environmental considerations.",0
9257365,"1. A cooling assembly comprising: a heat transfer substrate having a surface; a first array of metal fibers bonded to the surface of the heat transfer substrate in a first direction; a second array of metal fibers bonded to the first array of metal fibers in a second direction, wherein:","This patent for a cooling assembly could potentially contribute to environmental sustainability by promoting energy efficiency in cooling systems. The use of metal fibers in a two-dimensional array design may allow for a more compact and effective heat transfer mechanism, reducing the overall energy consumption required for cooling. This could lead to a decrease in greenhouse gas emissions associated with energy production, thereby contributing to the CPC Y02 green technology category.","While the use of metal fibers for heat transfer may offer energy efficiency benefits, the claim does not provide information about the sourcing and disposal of these metal fibers, which could potentially involve significant environmental impacts. Additionally, the lack of emphasis on recyclability or use of sustainable materials raises concerns about the claim's alignment with the CPC Y02 criteria for environmentally friendly technologies.",0,"While the patent may contribute to energy efficiency, it does not adequately address the environmental impacts of the materials used or their disposal, nor does it emphasize recyclability or use of sustainable materials, which are crucial factors in determining green technology status.",0
8423232,"1. A vehicle control device having an actuator operative to prevent a movement of a vehicle and a shift operating device including a shift position detection means detecting a shift position, the vehicle control device outputting, when the shift operating device is shift-operated to a predetermined shift position to release prevention of the movement of the vehicle, a control signal for permitting the actuator to release the prevention of the movement of the vehicle, the vehicle control device comprising: an abnormality detecting means that detects an abnormality in at least part of the shift position detection means; a shift-operation determining means that determines, based on a detection signal from the shift position detection means, whether the shift operating device is shift-operated or not by a driver; and a vehicle movement prevention control means that, in a case where the movement of the vehicle is prevented by the actuator and in a case where the abnormality in part of the shift position detection means is detected by the abnormality detecting means, permits the actuator to release the prevention of the movement of the vehicle if it is determined by the shift-operation determining means that the shift operating device is shift-operated by the driver, the shift-operation determining means determining that the shift operating device is shift-operated by the driver if the shift position changes from a predefined pre-operation position to a position other than the pre-operation position after the abnormality in part of the shift position detection means is detected by the abnormality detecting means, wherein in a case where all of the shift position detection means is normal, if a stay time at the shift position for a neutral range reaches or exceeds a predetermined neutral range settling time, then switching being made to the neutral range, the vehicle movement prevention control means permitting the actuator to release the prevention of the movement of the vehicle if a predetermined time shorter than the predetermined neutral range settling time has elapsed from a time when the shift operating device is shift-operated by the driver, and in a case where the shift position detection means determined to be abnormal by the abnormality detecting means returns to normal before the elapse of the predetermined time from the time when the shift operating device is shift-operated by the driver, the vehicle movement prevention control means permitting the actuator to release the prevention of the movement of the vehicle if the shift position detected by the shift position detection means is a predetermined shift position to release the prevention of the movement of the vehicle.","This patent for a vehicle control device could contribute to environmental sustainability by optimizing vehicle shift patterns to reduce fuel consumption and emissions. By detecting abnormalities in the shift position detection system and allowing the vehicle to move if the shift operating device is operated by the driver even when an abnormality is detected, the device ensures smooth and efficient operation of the vehicle, thereby reducing fuel consumption and emissions. Additionally, the device's ability to switch to the neutral range quickly, if the shift position reaches a predetermined neutral range settling time, could further contribute to fuel efficiency and emissions reduction.","This claim may not be environmentally friendly as it allows for the continued operation of a vehicle even when there is an abnormality in the shift position detection means. This could potentially lead to increased fuel consumption and emissions if the vehicle is operated in an inefficient manner due to the abnormality. Additionally, the claim does not appear to provide any innovative solutions for reducing emissions or promoting sustainable transportation practices.",0,"While the patent may contribute to fuel efficiency, it does not address the issue of abnormalities in the shift position detection means, which could potentially lead to increased fuel consumption and emissions.",0
9764760,"1. A vehicle steering device, comprising: a steering unit that performs an operation for steering a vehicle; a turning mechanism that turns a wheel of the vehicle while the turning mechanism is not coupled with the steering unit; a clutch mechanism that connects and disconnects the steering unit and the turning mechanism, wherein the vehicle steering device includes a steer-by-wire mode and an electronic-power-steering mode, wherein in the steer-by-wire mode, the clutch mechanism is disconnected, and in the electronic-power-steering mode, the clutch mechanism is connected, and wherein the steer-by-wire mode has a variable angle ratio which is a ratio of the turning angle to the steering angle and is variably set in accordance with a vehicle speed; a steering angle detection unit that detects a steering angle of the steering unit; and a turning angle control unit that controls a turning angle of the turning mechanism so as to be a turning angle in accordance with the steering angle detected by the steering angle detection unit in the steer-by-wire mode, wherein, when the vehicle is powered-on, the vehicle steering device is set to the steer-by-wire mode, the turning angle control unit sets the variable angle ratio to a first value which is smaller than an angle ratio of the electronic-power-steering mode.","This patent for a vehicle steering device could potentially contribute to environmental sustainability by enabling a steer-by-wire mode. In this mode, the device disconnects the steering unit and turning mechanism, reducing mechanical losses and potentially improving fuel efficiency. Furthermore, the variable angle ratio, which is smaller in the steer-by-wire mode at vehicle startup, could help minimize energy consumption during the initial stages of vehicle operation, thereby contributing to reduced emissions. This innovation aligns with the CPC Y02 category for green technology, specifically focusing on power transmission systems.","This claim may not be environmentally friendly due to the increased energy consumption associated with the steer-by-wire mode, particularly at lower speeds where the electronic power steering mode would typically provide more efficient assistance. Additionally, the claim does not appear to demonstrate significant innovation or advancement in the field, as it primarily involves the control of a turning mechanism based on steering unit input, a concept that is already widely utilized in modern vehicles. Lastly, the claim may involve greenwashing as it emphasizes the steer-by-wire mode, which may have potential environmental benefits, but fails to address the potential environmental drawbacks, such as increased energy consumption.",0,"While the steer-by-wire mode has potential environmental benefits, the patent does not demonstrate a clear advantage over existing technology and may even have drawbacks, such as increased energy consumption at lower speeds. Therefore, it does not qualify as green technology under CPC Y02.",0
9005406,"1. A method for producing a photoreactive change in a medium to be treated, comprising: (1) placing an energy modulation agent into the medium to be treated; (2) delivering a beam of x-rays, gamma rays, or electrons to at least one preselected coordinate in the medium in order to emit from said energy modulation agent into the medium to be treated at least one of ultraviolet and visible light; and (3) inducing, from said at least one of ultraviolet and visible light emitted into the medium to be treated, said photoreactive change to the medium, wherein said inducing said photoreactive change to the medium comprises:","This patent could potentially contribute to environmental sustainability by enabling more efficient and targeted use of energy in various industrial processes. The method described involves the use of x-rays, gamma rays, or electrons to emit light from an energy modulation agent, which in turn induces a photoreactive change in a medium. By allowing for more precise and controlled delivery of energy, this technology could reduce overall energy consumption and emissions, leading to a more resource-efficient industrial landscape. This aligns with CPC Y02, which covers green technologies using renewable materials and methods.","This claim may not be environmentally friendly due to the use of x-rays, gamma rays, or electrons, which are high-energy radiation sources that can pose health and safety risks to humans and the environment. Additionally, the use of these radiation sources may require significant energy consumption, contributing to greenhouse gas emissions. The claim does not seem to demonstrate significant innovation in terms of reducing environmental impact, as it appears to rely on traditional radiation sources rather than exploring alternative, more sustainable methods. This claim may also involve greenwashing, as the focus on a photoreactive change in a medium to be treated does not necessarily equate to environmental sustainability.",0,"While the technology may have potential benefits, it does not demonstrate significant innovation in reducing environmental impact and relies on traditional radiation sources, which may pose health and safety risks and contribute to greenhouse gas emissions.",0
9077098,"1. An electrical accessory for a vehicle, said electrical accessory comprising: a housing having a connector portion having a connector cavity therein; a plurality of terminals that electrically connect at a circuit element in said housing and that protrude at least partially into said connector cavity; wherein said housing comprises at least one fill port and at least one channel for receiving a sealant material through said fill port, whereby said sealant material is dispensed at said at least one fill port and flows along said at least one channel and at and around individual terminals of said plurality of terminals to substantially seal said individual terminals relative to one another and relative to said housing; and wherein said fill port is accessible from outside of said housing after said electrical accessory is assembled.","This patent for an electrical accessory for vehicles could contribute to environmental sustainability by promoting resource efficiency and reducing emissions. The design incorporates a sealant material channel system that allows for the sealing of individual terminals within the housing, potentially reducing the amount of materials needed for the manufacturing process and minimizing waste. Additionally, the use of a sealant material could potentially reduce the need for traditional mechanical fasteners, further contributing to resource efficiency and emissions reduction.","While the invention aims to improve the sealing of electrical terminals, it is not clear how this innovation contributes to environmental sustainability. The use of sealant material may have potential negative environmental impacts if the material is not biodegradable or if it is not sourced from sustainable materials. Additionally, the claim does not demonstrate any significant reduction in energy consumption, waste, or greenhouse gas emissions, which are key criteria for CPC Y02. Therefore, this claim may not be environmentally friendly or may involve greenwashing.",0,"While the invention may have potential environmental benefits, it does not clearly demonstrate a significant reduction in energy consumption, waste, or greenhouse gas emissions, and the use of sealant material may have potential negative environmental impacts. Therefore, it does not qualify as green technology under CPC Y02.",0
8782351,"1. A method comprising: initializing a virtual guest on a host computing system, the host computing system comprising a virtual machine manager, the virtual machine manager managing operation of the virtual guest, the virtual guest comprising a distinct operating environment executing in a virtual operation platform provided by the virtual machine manager; receiving an allocation of run-time memory for the virtual guest, the allocation of run-time memory comprising a portion of run-time memory of the host computing system; and setting, by the virtual guest, at least a portion of the allocation of run-time memory to be inaccessible by the virtual machine manager.","This patent claim could potentially contribute to environmental sustainability by optimizing the use of run-time memory in virtualized computing systems. By allowing virtual guests to set portions of their allocated run-time memory as inaccessible to the virtual machine manager, this technology could enable more efficient memory management, reducing energy consumption and carbon emissions associated with data center operations. This could align with the CPC Y02 category for green technology, as it promotes resource efficiency and reduces energy consumption in the information technology sector.","This claim may not be environmentally friendly as it involves the use of virtualization technology, which can increase energy consumption due to the additional processing required to run multiple virtual machines on a single physical host. Additionally, the setting of memory as inaccessible by the virtual machine manager may lead to inefficiencies, potentially increasing energy consumption and waste. This claim does not seem to align with CPC Y02 criteria, which focus on reducing energy consumption and improving energy efficiency.",0,"While the patent claim could potentially contribute to energy efficiency, it does not guarantee a reduction in energy consumption and may even increase it in certain scenarios. Therefore, it does not qualify as green technology under CPC Y02.",0
8440766,1. Method for the manufacturing of a multi-stage polymer by the following steps: a) polymerizing monomer mixture (A) comprising b) polymerizing monomer mixture (B) comprising via free radical emulsion polymerization in the presence of copolymer (A) to obtain the multi-stage polymer with the proviso that a weight ratio of monomer mixture (A) to monomer mixture (B) ranges from 3:7 to 7:3 and with the proviso that said monomer mixture (B) can also be polymerized first to obtain a copolymer (B) and subsequently monomer mixture (A) is polymerized in the presence copolymer (B) to obtain the multi-stage polymer.,"This patent claim describes a method for manufacturing a multi-stage polymer through free radical emulsion polymerization, which is a more environmentally friendly polymerization process compared to traditional methods due to its lower energy consumption and reduced solvent emissions. Additionally, the specified weight ratio of monomer mixtures (A) and (B) allows for efficient use of resources by minimizing waste and maximizing the production of the desired multi-stage polymer. This method could potentially contribute to the development of green technology by reducing the environmental impact of polymer manufacturing processes.","This claim may not be environmentally friendly due to the use of free radical emulsion polymerization, a process that often requires high energy consumption and generates significant amounts of volatile organic compounds (VOCs) and wastewater. Additionally, the specific weight ratio of monomer mixtures (A) and (B) may not significantly reduce the environmental impact compared to traditional polymer manufacturing methods, suggesting a lack of innovation in terms of environmental benefits. Furthermore, the proviso that monomer mixture (B) can be polymerized first to obtain a copolymer (B) before polymerizing monomer mixture (A) may not necessarily contribute to the CPC Y02 criteria of ""reducing the environmental impact of the product or process throughout its lifecycle.""",0,"While the method may have some potential environmental benefits, the overall environmental impact is not significantly reduced compared to traditional methods, and the process may still require high energy consumption and generate VOC emissions.",0
9761846,"1. A battery case comprising: a first casing member having a container shape with a recessed portion in a center thereof; a second casing member having a container shape with a recessed portion in a center thereof, the first and second casing members being arranged such that the respective recessed portions face one another to form a first, parallelepiped closed space to house a battery, wherein the first closed space is formed only by the first casing member and the second casing member; a reinforcing member provided in the first closed space and attached to the second casing member, the reinforcing member having a plate portion that is spaced from an inner wall surface of the second casing member to form a second closed space between the reinforcing member and the second casing member; and a foam material provided in the second closed space, between the reinforcing member and the inner wall surface of the second casing member, wherein the reinforcing member holds the foam material between the reinforcing member and the inner wall surface.","This patent for a battery case design could potentially contribute to environmental sustainability by promoting resource efficiency and reducing emissions associated with battery production and usage. The reinforcing member and foam material in the design provide structural support, potentially reducing the need for excessive materials and thus minimizing waste. Additionally, the design could extend the lifespan of the battery, reducing the frequency of battery replacement and the associated environmental impact.","This claim may not be environmentally friendly due to the use of multiple casing members and a reinforcing member, which could increase material consumption and waste generation during manufacturing. Additionally, the use of a foam material may contribute to plastic pollution if not properly managed at the end of the product's life cycle. The claim does not seem to demonstrate significant innovation or alignment with CPC Y02 criteria, as it primarily focuses on the design of a battery case rather than addressing specific environmental concerns or promoting sustainable materials or manufacturing processes.",0,"While the design may have potential benefits, it does not demonstrate significant innovation or alignment with CPC Y02 criteria, as it primarily focuses on the design of a battery case rather than addressing specific environmental concerns or promoting sustainable materials or manufacturing processes.",0
9663560,"1. A nucleic acid construct comprising a portion of the PHYA1 gene of Gossypium hirsutum , wherein said portion is the DNA sequence of SEQ ID NO: 1 consisting of 213 consecutive sense nucleotide base pairs and the antisense-complement thereof that are transcribed into a ribonucleic acid to form a hairpin-like double stranded ribonucleic RNAi molecule.","This patent for a nucleic acid construct derived from the PHYA1 gene of Gossypium hirsutum (cotton) could potentially contribute to environmental sustainability by promoting the development of genetically modified cotton plants that are resistant to certain pests, thus reducing the need for chemical pesticides. This reduction in pesticide use could lead to a decrease in greenhouse gas emissions associated with pesticide production and application, as well as a reduction in water and soil contamination, thereby improving resource efficiency and aligning with the CPC Y02 green technology category.","While this patent claim may contribute to the development of genetic engineering techniques for crop improvement, it is unclear how this specific construct would significantly reduce the environmental footprint of cotton production. The claim does not explicitly address the potential for reduced water usage, pesticide application, or carbon emissions, which are key factors for environmental sustainability in cotton farming. Furthermore, the use of genetic engineering in agriculture can raise concerns about biodiversity loss and unintended ecological impacts, which should be carefully considered. Therefore, this claim may not align well with the CPC Y02 criteria for environmental friendliness and innovation.",0,"While the patent claim may contribute to the development of genetic engineering techniques for crop improvement, it does not explicitly address the potential for reduced water usage, pesticide application, or carbon emissions, which are key factors for environmental sustainability in cotton farming. Furthermore, the use of genetic engineering in agriculture can raise concerns about biodiversity loss and unintended ecological impacts, which should be carefully considered.",0
8985451,"1. A communication apparatus for performing communication in a noncontact manner, the communication apparatus comprising: a processor; and a memory device storing instructions which when executed by the processor, cause the processor to: (a) wirelessly transmit a command packet to an IC card, the command packet: (b) start the timeout period during which a receiver in the communication apparatus is enabled to receive data; (c) determine whether the timeout period has elapsed; (d) retransmit the command packet only after the timeout period has elapsed; (e) determine whether data received within the timeout period includes: (f) in response to a first determination that the data received within the timeout period: (i) does not include the error; and (ii) includes the second data, (g) in response to a second determination that the data received within the timeout period: (i) includes the error; and (ii) the timeout period has not elapsed:","This patent for a noncontact communication apparatus could contribute to environmental sustainability by reducing the need for physical contact between devices, thereby minimizing wear and tear on hardware and extending their lifespan. Additionally, by improving the efficiency of data transmission, this technology could potentially reduce energy consumption, thereby contributing to emissions reduction and resource efficiency in the communication sector, aligning with the CPC Y02 green technology category.","While this patent claim does not explicitly mention any environmental considerations, it may contribute to environmental degradation indirectly. For instance, the use of wireless communication in this apparatus could potentially lead to increased energy consumption, especially if the apparatus is battery-powered. Furthermore, the focus on retransmitting command packets and determining errors may not necessarily align with the CPC Y02 criteria of ""reducing the environmental impact of goods and services throughout their life cycle."" The claim appears to prioritize efficiency in communication rather than minimizing energy consumption or waste.",0,"While the patent may contribute to resource efficiency, it does not necessarily reduce energy consumption or waste, and may even increase energy consumption, making it ineligible for green technology classification under CPC Y02.",0
8931502,"1. A gas-dispensing device for connecting a plurality of pressurized gas sources sequentially to a user, the device comprising: a housing provided with a plurality of gas inlets intended to be connected to respective gas sources; an outlet intended to be connected to a user member, wherein a dispensing member is selectively movable relative to the body into distinct dispensing positions permitting each inlet to be brought into communication selectively and in turn with the outlet while the other inlets are isolated from the outlet; and an emergency discharge system capable of displacement into an active position in which all the gas inlets are brought simultaneously into a forced relationship with a gas discharge outlet, wherein the emergency discharge system is capable of displacement from a neutral position towards the active position, wherein:","This patent for a gas-dispensing device could potentially contribute to environmental sustainability by optimizing the use of pressurized gas sources. By allowing a user to sequentially connect and dispense gas from various sources, the device may reduce the overall consumption of gas, thereby decreasing emissions and promoting resource efficiency. Additionally, the emergency discharge system, which allows all gas inlets to be brought into communication simultaneously, could potentially be used in situations requiring immediate and significant gas release, such as fire suppression or industrial processes, thereby reducing the need for separate emergency gas systems. This could lead to a reduction in the number of gas sources required, further contributing to environmental benefits.","This claim may not be environmentally friendly due to the potential for excessive gas usage, as the emergency discharge system allows for simultaneous release of gas from all inlets. This could lead to unnecessary gas consumption, which contradicts the CPC Y02 criteria of reducing waste. Additionally, the claim does not demonstrate any innovation in terms of reducing environmental impact or promoting sustainability, which could be indicative of greenwashing.",0,"While the device may have potential benefits, it does not demonstrate a clear reduction in waste or a significant contribution to environmental sustainability, and the potential for excessive gas usage is a concern.",0
8907527,"1. Contactless power-feed equipment comprising an induction line placed along a travel path of a movable body and fed with an AC current, or an induction coil that is disposed at a predetermined position for holding a device and fed with an AC current, the movable body including a power-receiving coil on which an electromotive force is induced by a magnetic flux generated on the induction line, or the device including a power-receiving coil on which an electromotive force is induced by a magnetic flux generated on the induction coil, the contactless power-feed equipment comprising: a DC power-supply device that supplies a DC current; a DC choke having one end connected to a positive output terminal of the DC power-supply device; an insulating transformer including a center-tapped primary coil having a center tap connected to another end of the DC choke and a secondary coil connected to one of the induction line and the induction coil; a resonance capacitor that is connected in parallel with the secondary coil and forms a resonance circuit with one of the induction line and the induction coil at a predetermined frequency; a first diode having an anode connected to one end of the center-tapped primary coil; a second diode having an anode connected to another end of the center-tapped primary coil; a first switching element including a transistor connected between a cathode of the first diode and a negative output terminal of the DC power-supply device; a second switching element including a transistor connected between a cathode of the second diode and the negative output terminal of the DC power-supply device; a first Zener diode having a cathode connected to the one end of the center-tapped primary coil and a base of the transistor forming the second switching element and an anode connected to the negative output terminal of the DC power-supply device; and a second Zener diode having a cathode connected to the other end of the center-tapped primary coil and a base of the transistor forming the first switching element and an anode connected to the negative output terminal of the DC power-supply device, wherein a current passing through the first Zener diode from the one end of the center-tapped primary coil drives the transistor forming the second switching element, a current passing through the second Zener diode from the other end of the center-tapped primary coil drives the transistor forming the first switching element, and the transistor forming the first switching element and the transistor forming the second switching element are alternately driven so as to pass the AC current through the secondary coil at the predetermined frequency.","This patent for a contactless power-feed equipment could contribute to environmental sustainability by reducing the need for physical wires and cables, thereby minimizing electronic waste and promoting a more wireless, cable-free society. Additionally, the use of an AC current and a DC power-supply device in the system could potentially lead to increased energy efficiency, as AC-DC conversion can often result in energy losses. This could contribute to emissions reduction and resource efficiency, as less energy would be wasted in the power transmission process.","While the patent claim describes a contactless power-feed equipment that could potentially reduce the need for physical cords and thus minimize electronic waste, it does not explicitly address the energy efficiency or environmental impact of the device. Furthermore, the use of a DC power-supply device and Zener diodes may not align with the CPC Y02 criteria for reducing energy consumption and promoting renewable energy sources.",0,"The patent does not explicitly address energy efficiency or renewable energy sources, and the use of a DC power-supply device and Zener diodes may not align with the CPC Y02 criteria.",0
8990464,"1. In a communication system having a master device, at least one intermediate slave device, and a last slave device communicatively coupled in series, a method for coordinating data communications between the master device and a succession of slave devices, the method comprising: periodically transmitting a synchronization control frame by the master device downstream to a first intermediate slave device in the succession of slave devices; selectively forwarding the synchronization control frame downstream by each successive intermediate slave device to the last slave device; transmitting by the last slave device a synchronization response frame upstream; and selectively forwarding the synchronization response frame upstream by each successive intermediate slave device to the master device, wherein: each slave device derives timing information from the downstream synchronization control frame; at least one slave device transmits data upstream; each slave device that receives data from a downstream device selectively transmits the received data upstream and selectively transmits additional data upstream; and each device that transmits data upstream transmits that data in at least one designated time interval following the synchronization control frame.","This patent could potentially contribute to environmental sustainability by optimizing data communications in a communication system, thereby reducing energy consumption and associated greenhouse gas emissions. By coordinating data communications between devices in a series, the patent could improve resource efficiency in data transmission, potentially reducing the need for excessive energy consumption and associated emissions. This could align with the CPC Y02 green technology category, which focuses on energy management and energy efficiency.","This claim appears to describe a communication system that optimizes data transmission, but it does not explicitly address energy efficiency or environmental sustainability. The lack of focus on energy consumption or carbon footprint reduction could potentially lead to increased energy usage and carbon emissions, which is a concern for environmental friendliness. Furthermore, the absence of innovation in terms of energy-efficient communication protocols or technologies may not align with the CPC Y02 criteria for ""developing technologies that are environmentally sustainable.""",0,"The patent does not explicitly address energy efficiency or environmental sustainability, and there is a concern that it may not reduce energy usage or carbon emissions.",0
8345657,"1. A method of processing to-be-transmitted data packets based on a transmission time interval in a sending device of a wireless communication network, the method comprising: according to said transmission time interval, determining a transmission queue of component data packets corresponding to the transmission time interval based on a to-be-transmitted data packet; generating a sub-header for each component data packet in said transmission queue in accordance with the following information in the component data packet: generating a transmitted data packet based on each of said generated sub-headers and data portions of the respective component data packets in said transmission queue, whose header portion contains at least one component number indicating information for indicating the number of component data packets contained in said transmitted data packet.","This patent could potentially contribute to environmental sustainability by optimizing wireless communication network efficiency. By efficiently utilizing transmission time intervals, the method described reduces unnecessary data transmission, thereby minimizing energy consumption and associated carbon emissions. This could lead to a more resource-efficient wireless communication network, aligning with the CPC Y02 green technology category for reducing environmental impact.","While this patent claim does not explicitly mention any environmental considerations, it may indirectly contribute to energy consumption in wireless communication networks due to increased data processing and transmission. Additionally, the focus on optimizing data packet transmission may divert attention from more sustainable solutions, such as reducing overall data traffic or implementing energy-efficient communication protocols, which could potentially be seen as greenwashing if not addressed in the broader system context.",1,"The patent claim, while not explicitly mentioning environmental considerations, may contribute to energy savings in wireless communication networks, aligning with the CPC Y02 green technology category.",1
8795462,"1. A process of forming an article comprising: a. applying a liquid emulsion to the surface of a first substrate, wherein the liquid emulsion comprises (i) a discontinuous liquid phase and (ii) a continuous liquid phase that includes conductive nanoparticles and that evaporates more quickly than the discontinuous liquid phase; b. drying the emulsion and subsequently forming a transparent conductive coating comprising a network of traces formed of at least partially-joined nanoparticles defining randomly-shaped cells transparent to light; and c. applying a transparent filler material to at least partially fill at least some of the cells of the coating.","This patent describes a process for forming a transparent conductive coating using a liquid emulsion that includes conductive nanoparticles. The process involves applying the emulsion to a substrate, drying it, and then filling some of the resulting cells with a transparent filler material. This technology could potentially contribute to sustainability by reducing the amount of materials needed for traditional transparent conductive coatings, thus reducing waste and resource consumption. Furthermore, the use of nanoparticles in this process may lead to energy savings in manufacturing processes due to their smaller size and higher efficiency compared to larger conductive materials.","While this process may offer advantages in terms of efficiency and transparency, it is important to consider the potential environmental impacts associated with the use of nanoparticles, which can pose challenges in terms of waste management and potential toxicity. Additionally, the use of a liquid emulsion may involve the use of potentially harmful solvents, which could contribute to pollution if not properly managed. Furthermore, the claim does not clearly demonstrate innovation in terms of addressing environmental concerns or contributing to the circular economy, which may raise questions about greenwashing.",0,"While the process may offer potential benefits in terms of efficiency and transparency, the environmental concerns and lack of clear innovation in addressing environmental concerns or contributing to the circular economy suggest that it does not qualify as green technology under CPC Y02.",0
